#3584.1216	100.9017 0.5012	0.9849
#3963.9714	76.8608	0.3998	0.7633
#4304.9258	80.5375	0.329	0.828
#4606.6377	86.0174	0.3294	0.7902
#4885.9741	65.0043	0.2919	0.6583
5145.5381	65.9512	0.2764	0.6841
5391.0874	51.4197	0.2653	0.6513
5625.6987	61.8469	0.2722	0.6601
5848.25   	56.9699	0.2436	0.6158
6060.3823	52.1469	0.2434	0.6224
6264.6377	47.6928	0.2751	0.7753
6460.4253	49.2898	0.2134	0.5035
6651.5981	46.7115	0.2577	0.6853
6834.436	46.5145	0.3127	0.9778
7012.3594	40.08	0.2504	0.7583
7180.3794	41.5506	0.3014	0.7184
#7345.3086	27.8348	0.2649	0.3934

